Labels,Text,Text_Tag
1,"Over half of the people who would be taxed under (a millionaire surtax) are, in fact, small businesspeople.","taxes,abc-news-week"
2,Says Senate Minority Leader Mitch McConnell has blocked the Senate over 400 times.,congressional-rules
5,Mental health provisions related to mass shootings got over 90 votes in the Senate.,"guns,health-care"
3,"Young women today in metropolitan areaswho are childless and single are out-earning childless, single young males.","income,jobs,women"
2,Says Virginia saved $300 million by rebidding a Metrorail construction project to exclude guaranteed union contracts.,"transportation,unions"
2,"You worked hard for your money and you paid your taxes when you earned it. Now, (Indiana Republican congressional candidate) Todd Young wants to tax it again when you spend it.","message-machine,retirement,taxes"
3,"In terms of the wealthiest Americans, were at the lowest tax rate since the 1950s.",taxes
1,No one thought we could get a bipartisan bill (Medicaid) passed. We did in the Florida Senate.,"health-care,medicare,state-budget"
4,Were inches away from no longer having a free economy.,"economy,market-regulation"
2,Florida election officials requests to some residents to submit proof of citizenship is a backdoor poll tax.,"elections,immigration,poverty"
0,"Romneycare covers abortion, illegal immigrants and has a public option. Obamacare does not.","abortion,health-care,immigration"
0,"Not a single Republican candidate, announced or potential, is clearly and consistently supporting a path to citizenship. Not one.",immigration
3,Obamacare carries on even under a government shutdown.,"federal-budget,government-efficiency,health-care"
1,Atlanta Public Schools 2011 CRCT tests were given under the strictest security possible.,education
1,Says Barack Obama promised gasoline at $2.50 a gallon.,"energy,gas-prices,transportation"
2,"Even after Syrian troops began to shoot protesters in the streets with live ammunition in 2011, Clinton labeled Bashar al-Assad a reformer.",foreign-policy
0,"When I was Mayor of South Pasadena, we actually reduced the property taxes we collected.",taxes
5,Says U.S. Rep. Paul Ryan attacked the president for the same amount of Medicare savings that (Ryan) had in his own budget.,"federal-budget,medicare"
5,"Were losing almost 6,000 state jobs.","jobs,state-budget"
3,"About 40 percent of U.S. illegal immigrants came in on an airplane, with a legal visa, and just overstayed their visa and have never gone home.",immigration
0,"The Obama administration ""spent more money on the Cash for Clunkers program than the space program.""",space
4,"Wikileaks also shows how John Podesta rigged the polls by oversampling Democrats, a voter suppression technique.",polls
5,Florida has more concealed weapons permits than any other state.,guns
0,"Says Hillary Clinton told her daughter and a government official that Benghazi was a terrorist attack, and then tells everybody else that it was a video.","foreign-policy,terrorism"
0,Google search spike suggests many people dont know why they voted for Brexit.,technology
3,"I got a letter from 20 people who said they wanted their money back, 14 never gave me a penny.",campaign-finance
4,Scott Walkers income tax plan is a tax hike. It increases taxes for nearly 80% of the people in the state.,"income,jobs,state-budget,state-finances,taxes"
0,Gov. Kitzhaber oversaw creation of the Oregon driver card law behind closed doors without allowing any input from citizens who represent the public interest.,immigration
1,"So that 2005 energy bill was a big step backwards on the path to clean, renewable energy. That's why I voted against it.",energy
2,There are 500 registered Republicans moving to Texas every day.,population
2,Says an arts tax would provide funding for certified arts and music teachers for every elementary school serving Portland residents.,taxes
2,"Every year the average woman loses around $11,000 to the wage gap, which amounts to a $500,000 vagina tax over her working career.","income,women"
5,Says abortions are decreasing.,abortion
5,Abraham Lincoln (once) jumped out of a window in the Illinois Legislature in order to deny a quorum.,"history,labor,state-budget"
4,Those who fail to buy health insurance under Obamacare face the threat of jail time.,health-care
3,"Since December 2010 Florida has created 540,000 new jobs.",jobs
4,People who wash cars at home will use approximately 80 percent more water than they do in a car wash.,"environment,state-budget,taxes,water"
3,The U.S. Court of Appeals for the Fourth Circuit compared the health care law to buying a pepperoni and ham pizza from Dominos or Pizza Hut.,health-care
1,On choosing a Texas House speaker,"elections,states"
5,She flunked the D.C. bar exam.,candidates-biography
3,"Because of the new health care law, 2.5 million young adults now have coverage.","health-care,job-accomplishments,message-machine-2012"
3,Pennsylvania has lost 35 percent of its manufacturing jobs since 2001 and Harrisburg has lost 40 percent of its manufacturing jobs since 2001.,jobs
5,Farouk is on fire.,job-accomplishments
0,Says Patrick Murphy was named one of Americas least effective congressmen.,congress
1,Obamacare adds trillions to our deficits and to our national debt.,"federal-budget,health-care"
4,"Frankly, (Hillary Clinton) doesnt do very well with women.","polls,women"
1,Says Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes.,taxes
1,The gun industry isthe only business in America that is wholly protected from any kind of liability.,"guns,legal-issues"
5,Your tellers were paid kickbacks for directing elderly consumers from ... safe deposits to risky ones.,"candidates-biography,ethics,financial-regulation,legal-issues"
2,Says Peter DeFazio votes with Nancy Pelosi 86 percent of the time.,"message-machine,voting-record"
0,The only people in this town that have voted to cut Medicare spending are the people who voted in favor of Obamacare. Thats a fact.,medicare
2,America never made up for the gutting of the intelligence services that Bill Clinton did. I think those are (former CIA director George) Tenet's words ... that Bill Clinton gutted American intelligence.,terrorism
5,Says Barack Obama didnt keep his promise to have an immigration bill in his first year.,immigration
0,"In the early 1960s, all levels of government were consuming about 27 percent of the U.S. economy, a number that has risen to 37 percent today. With that trendline, we cease at some point to be a free economy.","economy,federal-budget,new-hampshire-2012,market-regulation"
